Object Name,Attribute Name
pse__Revenue_Forecast_Version_Detail__c,LastModifiedById
pse__Revenue_Forecast_Version_Detail__c,SystemModstamp
pse__fflib_XXXBatchTestOpportunity2__c,Id
pse__fflib_XXXBatchTestOpportunity2__c,IsDeleted
pse__fflib_XXXBatchTestOpportunity2__c,Name
pse__fflib_XXXBatchTestOpportunity2__c,CurrencyIsoCode
pse__fflib_XXXBatchTestOpportunity2__c,CreatedDate
pse__fflib_XXXBatchTestOpportunity2__c,CreatedById
pse__fflib_XXXBatchTestOpportunity2__c,LastModifiedDate
pse__fflib_XXXBatchTestOpportunity2__c,LastModifiedById
pse__fflib_XXXBatchTestOpportunity2__c,SystemModstamp
Domain,Id
Domain,CreatedDate
Domain,CreatedById
Domain,LastModifiedDate
Domain,LastModifiedById
Domain,SystemModstamp
bizible2__Bizible_Event__c,Id
bizible2__Bizible_Event__c,IsDeleted
bizible2__Bizible_Event__c,Name
bizible2__Bizible_Event__c,CurrencyIsoCode
bizible2__Bizible_Event__c,CreatedDate
bizible2__Bizible_Event__c,CreatedById
bizible2__Bizible_Event__c,LastModifiedDate
bizible2__Bizible_Event__c,LastModifiedById
bizible2__Bizible_Event__c,SystemModstamp
fferpcore__ProcessLog__Share,Id
fferpcore__ProcessLog__Share,IsDeleted
fferpcore__ProcessLog__Share,LastModifiedDate
fferpcore__ProcessLog__Share,LastModifiedById
fferpcore__ProcessLog__Share,ParentId
fferpcore__ProcessLog__Share,UserOrGroupId
fferpcore__ProcessLog__Share,AccessLevel
fferpcore__ProcessLog__Share,RowCause
TaskRecurrenceException,Id
TaskRecurrenceException,CreatedDate
TaskRecurrenceException,CreatedById
TaskRecurrenceException,LastModifiedDate
TaskRecurrenceException,LastModifiedById
TaskRecurrenceException,SystemModstamp
fferpcore__ffhyb_HybridConfiguration__mdt,Id
AssetRelationshipFeed,Id
AssetRelationshipFeed,IsDeleted
AssetRelationshipFeed,CreatedDate
AssetRelationshipFeed,CreatedById
AssetRelationshipFeed,LastModifiedDate
AssetRelationshipFeed,SystemModstamp
AssetRelationshipFeed,ParentId
pse__Experience_Skill__History,Id
pse__Experience_Skill__History,IsDeleted
pse__Experience_Skill__History,CreatedDate
pse__Experience_Skill__History,CreatedById
pse__Experience_Skill__History,ParentId
MatchingRule,Id
MatchingRule,IsDeleted
MatchingRule,CreatedDate
MatchingRule,CreatedById
MatchingRule,LastModifiedDate
MatchingRule,LastModifiedById
MatchingRule,SystemModstamp
MatchingRule,Description
dsfs__DocuSign_Envelope__Share,Id
dsfs__DocuSign_Envelope__Share,IsDeleted
dsfs__DocuSign_Envelope__Share,LastModifiedDate
dsfs__DocuSign_Envelope__Share,LastModifiedById
dsfs__DocuSign_Envelope__Share,ParentId
dsfs__DocuSign_Envelope__Share,UserOrGroupId
dsfs__DocuSign_Envelope__Share,AccessLevel
dsfs__DocuSign_Envelope__Share,RowCause
Vendor_Contract__History,Id
Vendor_Contract__History,IsDeleted
Vendor_Contract__History,CreatedDate
Vendor_Contract__History,CreatedById
Vendor_Contract__History,ParentId
OpportunityStage,Id
OpportunityStage,CreatedDate
OpportunityStage,CreatedById
OpportunityStage,LastModifiedDate
OpportunityStage,LastModifiedById
OpportunityStage,SystemModstamp
OpportunityStage,Description
BrandingSet,Id
BrandingSet,IsDeleted
BrandingSet,CreatedDate
BrandingSet,CreatedById
BrandingSet,LastModifiedDate
BrandingSet,LastModifiedById
BrandingSet,SystemModstamp
BrandingSet,Description
Integration_Log__c,Id
Integration_Log__c,IsDeleted
Integration_Log__c,Name
Integration_Log__c,CurrencyIsoCode
Integration_Log__c,CreatedDate
Integration_Log__c,CreatedById
Integration_Log__c,LastModifiedDate
Integration_Log__c,LastModifiedById
Integration_Log__c,SystemModstamp
Integration_Log__c,LastViewedDate
Integration_Log__c,LastReferencedDate
ffcmutil__NotificationLog__Share,Id
ffcmutil__NotificationLog__Share,IsDeleted
ffcmutil__NotificationLog__Share,LastModifiedDate
ffcmutil__NotificationLog__Share,LastModifiedById
ffcmutil__NotificationLog__Share,ParentId
ffcmutil__NotificationLog__Share,UserOrGroupId
ffcmutil__NotificationLog__Share,AccessLevel
ffcmutil__NotificationLog__Share,RowCause
Usage_Review__c,Id
Usage_Review__c,IsDeleted
Usage_Review__c,Name
Usage_Review__c,CurrencyIsoCode
Usage_Review__c,CreatedDate
Usage_Review__c,CreatedById
Usage_Review__c,LastModifiedDate
Usage_Review__c,LastModifiedById
Usage_Review__c,SystemModstamp
Suspension_Decommission_Tracker__Share,Id
Suspension_Decommission_Tracker__Share,IsDeleted
Suspension_Decommission_Tracker__Share,LastModifiedDate
Suspension_Decommission_Tracker__Share,LastModifiedById
Suspension_Decommission_Tracker__Share,ParentId
Suspension_Decommission_Tracker__Share,UserOrGroupId
Suspension_Decommission_Tracker__Share,AccessLevel
Suspension_Decommission_Tracker__Share,RowCause
fan_astrea__StoreSelectedChildObject__c,Id
fan_astrea__StoreSelectedChildObject__c,IsDeleted
fan_astrea__StoreSelectedChildObject__c,Name
fan_astrea__StoreSelectedChildObject__c,CurrencyIsoCode
fan_astrea__StoreSelectedChildObject__c,CreatedDate
fan_astrea__StoreSelectedChildObject__c,CreatedById
fan_astrea__StoreSelectedChildObject__c,LastModifiedDate
fan_astrea__StoreSelectedChildObject__c,LastModifiedById
fan_astrea__StoreSelectedChildObject__c,SystemModstamp
DashboardComponent,Id
DashboardComponent,Name
pse__security__c,Id
pse__security__c,IsDeleted
pse__security__c,Name
pse__security__c,CurrencyIsoCode
pse__security__c,CreatedDate
pse__security__c,CreatedById
pse__security__c,LastModifiedDate
pse__security__c,LastModifiedById
pse__security__c,SystemModstamp
nwcs_ldl__ActiveRecordCount__c,Id
nwcs_ldl__ActiveRecordCount__c,IsDeleted
nwcs_ldl__ActiveRecordCount__c,Name
nwcs_ldl__ActiveRecordCount__c,CurrencyIsoCode
nwcs_ldl__ActiveRecordCount__c,CreatedDate
nwcs_ldl__ActiveRecordCount__c,CreatedById
nwcs_ldl__ActiveRecordCount__c,LastModifiedDate
nwcs_ldl__ActiveRecordCount__c,LastModifiedById
nwcs_ldl__ActiveRecordCount__c,SystemModstamp
SBQQ__OrderItemConsumptionSchedule__c,Id
SBQQ__OrderItemConsumptionSchedule__c,IsDeleted
SBQQ__OrderItemConsumptionSchedule__c,Name
SBQQ__OrderItemConsumptionSchedule__c,CurrencyIsoCode
SBQQ__OrderItemConsumptionSchedule__c,CreatedDate
SBQQ__OrderItemConsumptionSchedule__c,CreatedById
SBQQ__OrderItemConsumptionSchedule__c,LastModifiedDate
SBQQ__OrderItemConsumptionSchedule__c,LastModifiedById
SBQQ__OrderItemConsumptionSchedule__c,SystemModstamp
Profile,Id
Profile,Name
Profile,CreatedDate
Profile,CreatedById
Profile,LastModifiedDate
Profile,LastModifiedById
Profile,SystemModstamp
Profile,LastViewedDate
Profile,LastReferencedDate
Profile,Description
Incident__c,Id
Incident__c,IsDeleted
Incident__c,Name
Incident__c,CurrencyIsoCode
Incident__c,CreatedDate
Incident__c,CreatedById
Incident__c,LastModifiedDate
Incident__c,LastModifiedById
Incident__c,SystemModstamp
Incident__c,LastViewedDate
Incident__c,LastReferencedDate
Sales_Order_Total__c,Id
Sales_Order_Total__c,IsDeleted
Sales_Order_Total__c,Name
Sales_Order_Total__c,CurrencyIsoCode
Sales_Order_Total__c,CreatedDate
Sales_Order_Total__c,CreatedById
Sales_Order_Total__c,LastModifiedDate
Sales_Order_Total__c,LastModifiedById
Sales_Order_Total__c,SystemModstamp
CaseContactRole,Id
CaseContactRole,IsDeleted
CaseContactRole,CreatedDate
CaseContactRole,CreatedById
CaseContactRole,LastModifiedDate
CaseContactRole,LastModifiedById
CaseContactRole,SystemModstamp
pse__Revenue_Forecast_Batch_Log__c,Id
pse__Revenue_Forecast_Batch_Log__c,IsDeleted
pse__Revenue_Forecast_Batch_Log__c,Name
pse__Revenue_Forecast_Batch_Log__c,CurrencyIsoCode
pse__Revenue_Forecast_Batch_Log__c,CreatedDate
pse__Revenue_Forecast_Batch_Log__c,CreatedById
pse__Revenue_Forecast_Batch_Log__c,LastModifiedDate
pse__Revenue_Forecast_Batch_Log__c,LastModifiedById
pse__Revenue_Forecast_Batch_Log__c,SystemModstamp
pse__Project_Gantt_Settings__c,Id
pse__Project_Gantt_Settings__c,IsDeleted
pse__Project_Gantt_Settings__c,Name
pse__Project_Gantt_Settings__c,CurrencyIsoCode
pse__Project_Gantt_Settings__c,CreatedDate
pse__Project_Gantt_Settings__c,CreatedById
pse__Project_Gantt_Settings__c,LastModifiedDate
pse__Project_Gantt_Settings__c,LastModifiedById
pse__Project_Gantt_Settings__c,SystemModstamp
PartnerFundAllocation,Id
PartnerFundAllocation,IsDeleted
PartnerFundAllocation,CurrencyIsoCode
PartnerFundAllocation,CreatedDate
PartnerFundAllocation,CreatedById
PartnerFundAllocation,LastModifiedDate
PartnerFundAllocation,LastModifiedById
PartnerFundAllocation,SystemModstamp
PartnerFundAllocation,LastViewedDate
PartnerFundAllocation,LastReferencedDate
PartnerFundAllocation,Description
pse__Resource_Change__c,Id
pse__Resource_Change__c,IsDeleted
pse__Resource_Change__c,Name
pse__Resource_Change__c,CurrencyIsoCode
pse__Resource_Change__c,CreatedDate
pse__Resource_Change__c,CreatedById
pse__Resource_Change__c,LastModifiedDate
pse__Resource_Change__c,LastModifiedById
pse__Resource_Change__c,SystemModstamp
ffrr__RevenueRecognitionErrorLogLineItem__c,Id
ffrr__RevenueRecognitionErrorLogLineItem__c,IsDeleted
ffrr__RevenueRecognitionErrorLogLineItem__c,Name
ffrr__RevenueRecognitionErrorLogLineItem__c,CurrencyIsoCode
ffrr__RevenueRecognitionErrorLogLineItem__c,CreatedDate
ffrr__RevenueRecognitionErrorLogLineItem__c,CreatedById
ffrr__RevenueRecognitionErrorLogLineItem__c,LastModifiedDate
ffrr__RevenueRecognitionErrorLogLineItem__c,LastModifiedById
ffrr__RevenueRecognitionErrorLogLineItem__c,SystemModstamp
nwcs_ldl__LeadQueue__c,Id
nwcs_ldl__LeadQueue__c,IsDeleted
nwcs_ldl__LeadQueue__c,Name
nwcs_ldl__LeadQueue__c,CurrencyIsoCode
nwcs_ldl__LeadQueue__c,CreatedDate
nwcs_ldl__LeadQueue__c,CreatedById
nwcs_ldl__LeadQueue__c,LastModifiedDate
nwcs_ldl__LeadQueue__c,LastModifiedById
nwcs_ldl__LeadQueue__c,SystemModstamp
nwcs_ldl__LeadQueue__c,LastViewedDate
nwcs_ldl__LeadQueue__c,LastReferencedDate
pse__Create_Billing_Documents_Batch__Feed,Id
pse__Create_Billing_Documents_Batch__Feed,IsDeleted
pse__Create_Billing_Documents_Batch__Feed,CreatedDate
pse__Create_Billing_Documents_Batch__Feed,CreatedById
pse__Create_Billing_Documents_Batch__Feed,LastModifiedDate
pse__Create_Billing_Documents_Batch__Feed,SystemModstamp
pse__Create_Billing_Documents_Batch__Feed,ParentId
sbaa__ApprovalVariable__c,Id
sbaa__ApprovalVariable__c,IsDeleted
sbaa__ApprovalVariable__c,Name
sbaa__ApprovalVariable__c,CurrencyIsoCode
sbaa__ApprovalVariable__c,CreatedDate
sbaa__ApprovalVariable__c,CreatedById
sbaa__ApprovalVariable__c,LastModifiedDate
sbaa__ApprovalVariable__c,LastModifiedById
sbaa__ApprovalVariable__c,SystemModstamp
sbaa__ApprovalVariable__c,LastViewedDate
sbaa__ApprovalVariable__c,LastReferencedDate
RecordTypeLocalization,Id
RecordTypeLocalization,CreatedDate
RecordTypeLocalization,CreatedById
RecordTypeLocalization,LastModifiedDate
RecordTypeLocalization,LastModifiedById
RecordTypeLocalization,SystemModstamp
RecordTypeLocalization,ParentId
PermissionSetLicense,Id
PermissionSetLicense,IsDeleted
PermissionSetLicense,CreatedDate
PermissionSetLicense,CreatedById
PermissionSetLicense,LastModifiedDate
PermissionSetLicense,LastModifiedById
PermissionSetLicense,SystemModstamp
CRMfusionDBR101__Country_Mapping__c,Id
CRMfusionDBR101__Country_Mapping__c,IsDeleted
CRMfusionDBR101__Country_Mapping__c,Name
CRMfusionDBR101__Country_Mapping__c,CurrencyIsoCode
CRMfusionDBR101__Country_Mapping__c,CreatedDate
CRMfusionDBR101__Country_Mapping__c,CreatedById
CRMfusionDBR101__Country_Mapping__c,LastModifiedDate
CRMfusionDBR101__Country_Mapping__c,LastModifiedById
CRMfusionDBR101__Country_Mapping__c,SystemModstamp
Stamp,Id
Stamp,IsDeleted
Stamp,CreatedDate
Stamp,CreatedById
Stamp,LastModifiedDate
Stamp,LastModifiedById
Stamp,SystemModstamp
Stamp,Description
Stamp,ParentId
NetworkMember,Id
NetworkMember,CreatedDate
NetworkMember,CreatedById
NetworkMember,SystemModstamp
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,Id
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,IsDeleted
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,Name
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,CurrencyIsoCode
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,CreatedDate
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,CreatedById
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,LastModifiedDate
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,LastModifiedById
DSCORGPKG__DiscoverOrg_Custom_Mapping__c,SystemModstamp
SBQQ__QuoteLine__History,Id
SBQQ__QuoteLine__History,IsDeleted
SBQQ__QuoteLine__History,CreatedDate
SBQQ__QuoteLine__History,CreatedById
SBQQ__QuoteLine__History,ParentId
nwcs_ldl__HolidayArea__Share,Id
nwcs_ldl__HolidayArea__Share,IsDeleted
nwcs_ldl__HolidayArea__Share,LastModifiedDate
nwcs_ldl__HolidayArea__Share,LastModifiedById
nwcs_ldl__HolidayArea__Share,ParentId
nwcs_ldl__HolidayArea__Share,UserOrGroupId
nwcs_ldl__HolidayArea__Share,AccessLevel
nwcs_ldl__HolidayArea__Share,RowCause
Account_Balance_by_Entity__History,Id
Account_Balance_by_Entity__History,IsDeleted
Account_Balance_by_Entity__History,CreatedDate
Account_Balance_by_Entity__History,CreatedById
Account_Balance_by_Entity__History,ParentId
pse__Miscellaneous_Adjustment__c,Id
pse__Miscellaneous_Adjustment__c,IsDeleted
pse__Miscellaneous_Adjustment__c,Name
pse__Miscellaneous_Adjustment__c,CurrencyIsoCode
pse__Miscellaneous_Adjustment__c,CreatedDate
pse__Miscellaneous_Adjustment__c,CreatedById
pse__Miscellaneous_Adjustment__c,LastModifiedDate
pse__Miscellaneous_Adjustment__c,LastModifiedById
pse__Miscellaneous_Adjustment__c,SystemModstamp
pse__Miscellaneous_Adjustment__c,LastViewedDate
pse__Miscellaneous_Adjustment__c,LastReferencedDate
sbaa__EmailTemplate__c,Id
sbaa__EmailTemplate__c,IsDeleted
sbaa__EmailTemplate__c,Name
sbaa__EmailTemplate__c,CurrencyIsoCode
sbaa__EmailTemplate__c,CreatedDate
sbaa__EmailTemplate__c,CreatedById
sbaa__EmailTemplate__c,LastModifiedDate
sbaa__EmailTemplate__c,LastModifiedById
sbaa__EmailTemplate__c,SystemModstamp
sbaa__EmailTemplate__c,LastViewedDate
sbaa__EmailTemplate__c,LastReferencedDate
AuraDefinitionBundle,Id
AuraDefinitionBundle,IsDeleted
AuraDefinitionBundle,CreatedDate
AuraDefinitionBundle,CreatedById
AuraDefinitionBundle,LastModifiedDate
AuraDefinitionBundle,LastModifiedById
AuraDefinitionBundle,SystemModstamp
AuraDefinitionBundle,Description
LeanData__Campaign_Opportunity__c,Id
LeanData__Campaign_Opportunity__c,IsDeleted
LeanData__Campaign_Opportunity__c,Name
LeanData__Campaign_Opportunity__c,CurrencyIsoCode
LeanData__Campaign_Opportunity__c,CreatedDate
LeanData__Campaign_Opportunity__c,CreatedById
LeanData__Campaign_Opportunity__c,LastModifiedDate
LeanData__Campaign_Opportunity__c,LastModifiedById
LeanData__Campaign_Opportunity__c,SystemModstamp
ffirule__IntegrationRuleTargetLineItemTest__c,Id
ffirule__IntegrationRuleTargetLineItemTest__c,IsDeleted
ffirule__IntegrationRuleTargetLineItemTest__c,Name
ffirule__IntegrationRuleTargetLineItemTest__c,CurrencyIsoCode
ffirule__IntegrationRuleTargetLineItemTest__c,CreatedDate
ffirule__IntegrationRuleTargetLineItemTest__c,CreatedById
ffirule__IntegrationRuleTargetLineItemTest__c,LastModifiedDate
ffirule__IntegrationRuleTargetLineItemTest__c,LastModifiedById
ffirule__IntegrationRuleTargetLineItemTest__c,SystemModstamp
pse__Time_Variance_Settings__c,Id
pse__Time_Variance_Settings__c,IsDeleted
pse__Time_Variance_Settings__c,Name
pse__Time_Variance_Settings__c,CurrencyIsoCode
pse__Time_Variance_Settings__c,CreatedDate
pse__Time_Variance_Settings__c,CreatedById
pse__Time_Variance_Settings__c,LastModifiedDate
pse__Time_Variance_Settings__c,LastModifiedById
pse__Time_Variance_Settings__c,SystemModstamp
pse__Utilization_Setup__c,Id
pse__Utilization_Setup__c,IsDeleted
pse__Utilization_Setup__c,Name
pse__Utilization_Setup__c,CurrencyIsoCode
pse__Utilization_Setup__c,CreatedDate
pse__Utilization_Setup__c,CreatedById
pse__Utilization_Setup__c,LastModifiedDate
pse__Utilization_Setup__c,LastModifiedById
pse__Utilization_Setup__c,SystemModstamp
pse__Utilization_Setup__c,LastViewedDate
pse__Utilization_Setup__c,LastReferencedDate
Zuora__PaymentMethod__c,Id
Zuora__PaymentMethod__c,IsDeleted
Zuora__PaymentMethod__c,Name
Zuora__PaymentMethod__c,CurrencyIsoCode
Zuora__PaymentMethod__c,CreatedDate
Zuora__PaymentMethod__c,CreatedById
Zuora__PaymentMethod__c,LastModifiedDate
Zuora__PaymentMethod__c,LastModifiedById
Zuora__PaymentMethod__c,SystemModstamp
LeanData__CC_Inserted_Object__c,Id
LeanData__CC_Inserted_Object__c,IsDeleted
LeanData__CC_Inserted_Object__c,Name
LeanData__CC_Inserted_Object__c,CurrencyIsoCode
LeanData__CC_Inserted_Object__c,CreatedDate
LeanData__CC_Inserted_Object__c,CreatedById
LeanData__CC_Inserted_Object__c,LastModifiedDate
LeanData__CC_Inserted_Object__c,LastModifiedById
LeanData__CC_Inserted_Object__c,SystemModstamp
Group,Id
Group,Name
Group,CreatedDate
Group,CreatedById
Group,LastModifiedDate
Group,LastModifiedById
Group,SystemModstamp
Quote_Request__History,Id
Quote_Request__History,IsDeleted
Quote_Request__History,CreatedDate
Quote_Request__History,CreatedById
Quote_Request__History,ParentId
mkto_si__WebActivityCache__c,Id
mkto_si__WebActivityCache__c,IsDeleted
mkto_si__WebActivityCache__c,Name
mkto_si__WebActivityCache__c,CurrencyIsoCode
mkto_si__WebActivityCache__c,CreatedDate
mkto_si__WebActivityCache__c,CreatedById
mkto_si__WebActivityCache__c,LastModifiedDate
mkto_si__WebActivityCache__c,LastModifiedById
mkto_si__WebActivityCache__c,SystemModstamp
pse__Candidate__Share,Id
pse__Candidate__Share,IsDeleted
pse__Candidate__Share,LastModifiedDate
pse__Candidate__Share,LastModifiedById
pse__Candidate__Share,ParentId
pse__Candidate__Share,UserOrGroupId
pse__Candidate__Share,AccessLevel
pse__Candidate__Share,RowCause
AssignmentRule,Id
AssignmentRule,Name
AssignmentRule,CreatedDate
AssignmentRule,CreatedById
AssignmentRule,LastModifiedDate
AssignmentRule,LastModifiedById
AssignmentRule,SystemModstamp
nwcs_ldl__ObjectSettings__Share,Id
nwcs_ldl__ObjectSettings__Share,IsDeleted
nwcs_ldl__ObjectSettings__Share,LastModifiedDate
nwcs_ldl__ObjectSettings__Share,LastModifiedById
nwcs_ldl__ObjectSettings__Share,ParentId
nwcs_ldl__ObjectSettings__Share,UserOrGroupId
nwcs_ldl__ObjectSettings__Share,AccessLevel
nwcs_ldl__ObjectSettings__Share,RowCause
UserPreference,Id
UserPreference,SystemModstamp
pse__Revenue_Forecast_Version__Share,Id
pse__Revenue_Forecast_Version__Share,IsDeleted
pse__Revenue_Forecast_Version__Share,LastModifiedDate
pse__Revenue_Forecast_Version__Share,LastModifiedById
pse__Revenue_Forecast_Version__Share,ParentId
pse__Revenue_Forecast_Version__Share,UserOrGroupId
pse__Revenue_Forecast_Version__Share,AccessLevel
pse__Revenue_Forecast_Version__Share,RowCause
SBQQ__PriceSchedule__c,Id
SBQQ__PriceSchedule__c,IsDeleted
SBQQ__PriceSchedule__c,Name
SBQQ__PriceSchedule__c,CurrencyIsoCode
SBQQ__PriceSchedule__c,CreatedDate
SBQQ__PriceSchedule__c,CreatedById
SBQQ__PriceSchedule__c,LastModifiedDate
SBQQ__PriceSchedule__c,LastModifiedById
SBQQ__PriceSchedule__c,SystemModstamp
ffrr__RevenueRecognitionErrorLog__History,Id
ffrr__RevenueRecognitionErrorLog__History,IsDeleted
ffrr__RevenueRecognitionErrorLog__History,CreatedDate
ffrr__RevenueRecognitionErrorLog__History,CreatedById
ffrr__RevenueRecognitionErrorLog__History,ParentId
ffrr__PerformanceObligation__c,Id
ffrr__PerformanceObligation__c,IsDeleted
ffrr__PerformanceObligation__c,Name
ffrr__PerformanceObligation__c,CurrencyIsoCode
ffrr__PerformanceObligation__c,CreatedDate
ffrr__PerformanceObligation__c,CreatedById
ffrr__PerformanceObligation__c,LastModifiedDate
ffrr__PerformanceObligation__c,LastModifiedById
ffrr__PerformanceObligation__c,SystemModstamp
DataAssessmentFieldMetric,Id
DataAssessmentFieldMetric,IsDeleted
DataAssessmentFieldMetric,Name
DataAssessmentFieldMetric,CurrencyIsoCode
DataAssessmentFieldMetric,CreatedDate
DataAssessmentFieldMetric,CreatedById
DataAssessmentFieldMetric,LastModifiedDate
DataAssessmentFieldMetric,LastModifiedById
DataAssessmentFieldMetric,SystemModstamp
CRMfusionDBR101__Setting__c,Id
CRMfusionDBR101__Setting__c,IsDeleted
CRMfusionDBR101__Setting__c,Name
CRMfusionDBR101__Setting__c,CurrencyIsoCode
CRMfusionDBR101__Setting__c,CreatedDate
CRMfusionDBR101__Setting__c,CreatedById
CRMfusionDBR101__Setting__c,LastModifiedDate
CRMfusionDBR101__Setting__c,LastModifiedById
CRMfusionDBR101__Setting__c,SystemModstamp
LeanData__Territory_Segment__Share,Id
LeanData__Territory_Segment__Share,IsDeleted
LeanData__Territory_Segment__Share,LastModifiedDate
LeanData__Territory_Segment__Share,LastModifiedById
LeanData__Territory_Segment__Share,ParentId
LeanData__Territory_Segment__Share,UserOrGroupId
LeanData__Territory_Segment__Share,AccessLevel
LeanData__Territory_Segment__Share,RowCause
LeanData__Reporting_Setting__c,Id
LeanData__Reporting_Setting__c,IsDeleted
LeanData__Reporting_Setting__c,Name
LeanData__Reporting_Setting__c,CurrencyIsoCode
LeanData__Reporting_Setting__c,CreatedDate
LeanData__Reporting_Setting__c,CreatedById
LeanData__Reporting_Setting__c,LastModifiedDate
LeanData__Reporting_Setting__c,LastModifiedById
LeanData__Reporting_Setting__c,SystemModstamp
ffrr__RevenueRecognitionErrorLogLineItem__History,Id
ffrr__RevenueRecognitionErrorLogLineItem__History,IsDeleted
ffrr__RevenueRecognitionErrorLogLineItem__History,CreatedDate
ffrr__RevenueRecognitionErrorLogLineItem__History,CreatedById
ffrr__RevenueRecognitionErrorLogLineItem__History,ParentId
sbaa__ApprovalCondition__c,Id
sbaa__ApprovalCondition__c,IsDeleted
sbaa__ApprovalCondition__c,Name
sbaa__ApprovalCondition__c,CurrencyIsoCode
sbaa__ApprovalCondition__c,CreatedDate
sbaa__ApprovalCondition__c,CreatedById
sbaa__ApprovalCondition__c,LastModifiedDate
sbaa__ApprovalCondition__c,LastModifiedById
sbaa__ApprovalCondition__c,SystemModstamp
CollaborationGroupFeed,Id
CollaborationGroupFeed,IsDeleted
CollaborationGroupFeed,CreatedDate
CollaborationGroupFeed,CreatedById
CollaborationGroupFeed,LastModifiedDate
CollaborationGroupFeed,SystemModstamp
CollaborationGroupFeed,ParentId
pse__Missing_Timecard__History,Id
pse__Missing_Timecard__History,IsDeleted
pse__Missing_Timecard__History,CreatedDate
pse__Missing_Timecard__History,CreatedById
pse__Missing_Timecard__History,ParentId
Article_block__c,Id
Article_block__c,IsDeleted
Article_block__c,Name
Article_block__c,CurrencyIsoCode
Article_block__c,CreatedDate
Article_block__c,CreatedById
Article_block__c,LastModifiedDate
Article_block__c,LastModifiedById
Article_block__c,SystemModstamp
Article_block__c,LastViewedDate
Article_block__c,LastReferencedDate
fferpcore__IHCCIntegration_Lock__Share,Id
fferpcore__IHCCIntegration_Lock__Share,IsDeleted
fferpcore__IHCCIntegration_Lock__Share,LastModifiedDate
fferpcore__IHCCIntegration_Lock__Share,LastModifiedById
fferpcore__IHCCIntegration_Lock__Share,ParentId
fferpcore__IHCCIntegration_Lock__Share,UserOrGroupId
fferpcore__IHCCIntegration_Lock__Share,AccessLevel
fferpcore__IHCCIntegration_Lock__Share,RowCause
Zuora__SubscriptionRatePlan__c,Id
Zuora__SubscriptionRatePlan__c,IsDeleted
Zuora__SubscriptionRatePlan__c,Name
Zuora__SubscriptionRatePlan__c,CurrencyIsoCode
Zuora__SubscriptionRatePlan__c,CreatedDate
Zuora__SubscriptionRatePlan__c,CreatedById
Zuora__SubscriptionRatePlan__c,LastModifiedDate
Zuora__SubscriptionRatePlan__c,LastModifiedById
Zuora__SubscriptionRatePlan__c,SystemModstamp
Zuora__SubscriptionProductFeature__Share,Id
Zuora__SubscriptionProductFeature__Share,IsDeleted
Zuora__SubscriptionProductFeature__Share,LastModifiedDate
Zuora__SubscriptionProductFeature__Share,LastModifiedById
Zuora__SubscriptionProductFeature__Share,ParentId
Zuora__SubscriptionProductFeature__Share,UserOrGroupId
Zuora__SubscriptionProductFeature__Share,AccessLevel
Zuora__SubscriptionProductFeature__Share,RowCause
Zuora__SubscriptionRatePlan__Share,Id
Zuora__SubscriptionRatePlan__Share,IsDeleted
Zuora__SubscriptionRatePlan__Share,LastModifiedDate
Zuora__SubscriptionRatePlan__Share,LastModifiedById
Zuora__SubscriptionRatePlan__Share,ParentId
Zuora__SubscriptionRatePlan__Share,UserOrGroupId
Zuora__SubscriptionRatePlan__Share,AccessLevel
Zuora__SubscriptionRatePlan__Share,RowCause
DSCORGPKG__DiscoverOrg_Technologies__c,Id
DSCORGPKG__DiscoverOrg_Technologies__c,IsDeleted
DSCORGPKG__DiscoverOrg_Technologies__c,Name
DSCORGPKG__DiscoverOrg_Technologies__c,CurrencyIsoCode
DSCORGPKG__DiscoverOrg_Technologies__c,CreatedDate
DSCORGPKG__DiscoverOrg_Technologies__c,CreatedById
DSCORGPKG__DiscoverOrg_Technologies__c,LastModifiedDate
DSCORGPKG__DiscoverOrg_Technologies__c,LastModifiedById
DSCORGPKG__DiscoverOrg_Technologies__c,SystemModstamp
pse__HolidayObj__c,Id
pse__HolidayObj__c,IsDeleted
pse__HolidayObj__c,Name
pse__HolidayObj__c,CurrencyIsoCode
pse__HolidayObj__c,CreatedDate
pse__HolidayObj__c,CreatedById
pse__HolidayObj__c,LastModifiedDate
pse__HolidayObj__c,LastModifiedById
pse__HolidayObj__c,SystemModstamp
pse__HolidayObj__c,LastViewedDate
pse__HolidayObj__c,LastReferencedDate
DataAssessmentValueMetric,Id
DataAssessmentValueMetric,IsDeleted
DataAssessmentValueMetric,Name
DataAssessmentValueMetric,CurrencyIsoCode
DataAssessmentValueMetric,CreatedDate
DataAssessmentValueMetric,CreatedById
DataAssessmentValueMetric,LastModifiedDate
DataAssessmentValueMetric,LastModifiedById
DataAssessmentValueMetric,SystemModstamp
ffirule__ClickLinkManagedJob__c,Id
ffirule__ClickLinkManagedJob__c,IsDeleted
ffirule__ClickLinkManagedJob__c,Name
ffirule__ClickLinkManagedJob__c,CurrencyIsoCode
